code,name,market,主力控盘日期,控盘程度,main_cost_value,yesterday,open,volumn,turn_volumn,high,low,lastest_value,type,ratio
000667,美好集团,000667.sz,2015-04-10,强烈控盘,4.49,5.09,5.08,1225316,62225,5.14,5.00,5.09,2,0.129
000668,荣丰控股,000668.sz,2015-04-10,强烈控盘,13.73,19.46,19.49,23408,4524,19.79,19.00,19.46,2,0.435
000669,金鸿能源,000669.sz,2015-04-10,中度控盘,28.75,33.05,33.26,34140,11242,33.64,32.60,33.04,2,0.14
000670,盈方微,000670.sz,2015-04-10,强烈控盘,14.14,15.94,15.96,301442,48044,16.28,15.75,15.80,2,0.129
000671,阳 光 城,000671.sz,2015-03-25,强烈控盘,13.53,0,0,0,0,0,0,0,0,-1
000672,上峰水泥,000672.sz,2015-04-10,强烈控盘,9.81,10.40,10.42,118291,12362,10.57,10.30,10.47,2,0.067
000673,当代东方,000673.sz,2015-04-10,强烈控盘,20.51,28.70,28.64,26952,7632,28.64,28.14,28.34,2,0.382
000677,*ST海龙,000677.sz,2014-12-11,强烈控盘,5.19,0,0,0,0,0,0,0,0,-1
000678,襄阳轴承,000678.sz,2015-04-10,强烈控盘,7.61,8.79,8.80,106018,9501,9.17,8.75,8.99,2,0.194
000679,大连友谊,000679.sz,2015-04-10,强烈控盘,8.45,10.18,10.19,164329,16913,10.59,10.15,10.18,2,0.215
000680,山推股份,000680.sz,2015-04-10,强烈控盘,9.82,9.96,9.98,525118,52995,10.35,9.90,10.25,2,0.033
000681,视觉中国,000681.sz,2015-04-10,强烈控盘,34.82,45.09,44.58,72666,32024,45.40,43.65,44.02,2,0.255
000682,东方电子,000682.sz,2015-04-10,强烈控盘,6.39,7.07,7.07,357655,25606,7.29,7.05,7.19,2,0.138
000683,远兴能源,000683.sz,2015-04-10,强烈控盘,6.01,6.91,6.92,343783,24002,7.20,6.83,7.08,2,0.161
000685,中山公用,000685.sz,2015-04-10,强烈控盘,22.8,27.11,27.19,160225,44720,28.24,27.19,27.65,2,0.222
000686,东北证券,000686.sz,2015-04-10,强烈控盘,20.93,26.45,26.58,750481,195590,26.95,25.50,26.08,2,0.237
000687,恒天天鹅,000687.sz,2014-09-04,中度控盘,4.99,0,0,0,0,0,0,0,0,-1
000688,建新矿业,000688.sz,2015-04-10,强烈控盘,9.02,10.02,10.02,144492,14322,10.09,9.77,9.97,2,0.106
000690,宝新能源,000690.sz,2015-04-10,强烈控盘,7.13,8.81,8.88,521303,47042,9.15,8.88,8.94,2,0.262
000691,亚太实业,000691.sz,2015-04-10,强烈控盘,7.36,8.83,8.83,132075,12251,9.51,8.73,9.36,2,0.283
000692,惠天热电,000692.sz,2015-01-30,中度控盘,4.75,0,0,0,0,0,0,0,0,-1
000693,华泽钴镍,000693.sz,2015-04-10,中度控盘,24.08,26.46,26.53,181569,47218,26.53,25.77,25.99,2,0.081
000695,滨海能源,000695.sz,2015-04-10,强烈控盘,16.96,20.94,20.79,54627,11095,20.80,20.01,20.30,2,0.199
000697,炼石有色,000697.sz,2015-04-10,强烈控盘,25.07,29.00,28.50,122001,35614,29.70,28.50,29.04,2,0.17
000698,沈阳化工,000698.sz,2015-04-10,强烈控盘,7.12,8.70,8.56,381442,32878,8.80,8.50,8.59,2,0.209
000700,模塑科技,000700.sz,2015-04-10,强烈控盘,17.54,23.87,23.11,83897,20669,25.40,23.11,24.52,2,0.423
000701,厦门信达,000701.sz,2015-04-10,强烈控盘,17.33,20.54,19.88,203426,40690,20.49,19.73,20.09,2,0.172
000702,正虹科技,000702.sz,2015-04-10,强烈控盘,10.29,12.62,12.62,77023,10046,13.34,12.62,12.98,2,0.265
000703,恒逸石化,000703.sz,2015-04-10,强烈控盘,9.6,13.31,13.50,183531,24897,13.83,13.30,13.44,2,0.414
000705,浙江震元,000705.sz,2015-04-10,强烈控盘,13.2,13.72,13.70,279898,40660,15.09,13.65,15.09,2,0.089
000707,双环科技,000707.sz,2015-04-10,强烈控盘,6.34,7.54,7.56,152633,11796,7.82,7.56,7.65,2,0.227
000708,大冶特钢,000708.sz,2015-04-10,强烈控盘,11.42,13.32,13.32,102883,13695,13.44,13.18,13.38,2,0.171
000709,河北钢铁,000709.sz,2015-04-10,强烈控盘,3.84,4.94,4.94,2409478,120190,5.08,4.91,4.99,2,0.305
000710,天兴仪表,000710.sz,2015-04-10,强烈控盘,15.92,22.00,22.00,40274,9130,23.40,21.72,23.11,2,0.438
000711,*ST京蓝,000711.sz,2015-04-10,高度控盘,16.35,16.70,16.35,92049,15041,16.49,16.21,16.31,2,0.002
000712,锦龙股份,000712.sz,2015-04-10,强烈控盘,40.99,50.64,53.50,527529,279769,55.17,50.75,52.20,2,0.302
000713,丰乐种业,000713.sz,2015-04-10,强烈控盘,12.01,13.16,13.19,96306,12709,13.30,13.00,13.22,2,0.104
000715,中兴商业,000715.sz,2014-08-18,强烈控盘,9.91,0,0,0,0,0,0,0,0,-1
000716,黑芝麻,000716.sz,2015-04-10,强烈控盘,16.07,18.28,18.28,116497,20716,18.29,17.45,17.88,2,0.107
000717,韶钢松山,000717.sz,2015-04-10,强烈控盘,5.43,6.34,6.50,2214770,148422,6.97,6.34,6.96,2,0.282
000718,苏宁环球,000718.sz,2015-04-10,强烈控盘,7.24,9.98,10.01,443720,45519,10.49,9.88,10.20,2,0.442
000720,新能泰山,000720.sz,2015-04-10,强烈控盘,7.45,8.94,8.94,484640,43720,9.56,8.71,9.41,2,0.196
000721,西安饮食,000721.sz,2015-04-10,强烈控盘,6,9.23,10.01,783582,76151,10.01,9.41,9.81,2,0.608
000722,湖南发展,000722.sz,2015-04-10,强烈控盘,14.46,14.41,14.41,143168,21028,14.87,14.40,14.71,2,0.019
000723,美锦能源,000723.sz,2015-04-10,强烈控盘,9.22,10.78,10.94,166999,18308,11.47,10.61,11.11,2,0.223
000725,京东方Ａ,000725.sz,2015-04-10,强烈控盘,3.83,4.24,4.25,7744258,339510,4.48,4.21,4.43,2,0.162
000726,鲁  泰Ａ,000726.sz,2015-04-10,强烈控盘,12.49,14.41,14.48,147097,21515,14.74,14.36,14.63,2,0.175
000727,华东科技,000727.sz,2015-04-10,强烈控盘,9.7,10.86,10.85,145623,16201,11.26,10.81,11.15,2,0.157
000728,国元证券,000728.sz,2015-04-10,强烈控盘,33.8,38.38,38.15,512803,194586,38.95,37.51,37.84,2,0.115
000729,燕京啤酒,000729.sz,2015-04-10,强烈控盘,7.87,10.04,10.04,404549,40834,10.25,9.95,10.14,2,0.286
000731,四川美丰,000731.sz,2015-04-10,强烈控盘,10.98,12.47,12.56,232542,29173,12.85,12.27,12.60,2,0.152
000732,泰禾集团,000732.sz,2015-04-10,强烈控盘,18.73,33.23,33.78,184762,64802,36.50,33.38,34.49,2,0.911
000733,振华科技,000733.sz,2015-04-10,强烈控盘,21.97,24.04,24.04,100685,23915,24.27,23.45,23.99,2,0.091
000735,罗 牛 山,000735.sz,2015-04-10,强烈控盘,8.88,9.06,9.05,414546,37678,9.19,8.95,9.09,2,0.027
000736,中房地产,000736.sz,2015-04-10,强烈控盘,12.15,14.82,14.68,39172,5808,15.17,14.62,14.76,2,0.217
000737,南风化工,000737.sz,2015-04-10,强烈控盘,5.93,7.28,7.28,137343,10080,7.46,7.25,7.36,2,0.241
000738,中航动控,000738.sz,2015-04-10,强烈控盘,19.79,23.79,23.81,244913,59198,24.49,23.48,24.23,2,0.223
000739,普洛药业,000739.sz,2015-04-03,强烈控盘,9.31,0,0,0,0,0,0,0,0,-1
000748,长城信息,000748.sz,2015-04-10,强烈控盘,39.25,54.20,54.48,49271,26920,55.31,54.00,54.86,2,0.401
000750,国海证券,000750.sz,2015-04-10,强烈控盘,18.12,20.00,20.09,744875,146687,20.21,19.39,19.73,2,0.081
000751,锌业股份,000751.sz,2015-04-10,强烈控盘,7.41,7.94,7.98,976148,80441,8.57,7.97,8.30,2,0.135
000752,西藏发展,000752.sz,2015-04-10,强烈控盘,17.67,19.59,19.48,82873,16136,19.88,19.11,19.50,2,0.123
000753,漳州发展,000753.sz,2015-04-10,强烈控盘,9.89,12.02,11.83,242485,28617,12.01,11.60,11.86,2,0.205
000756,新华制药,000756.sz,2015-04-10,强烈控盘,10.43,13.37,14.27,225227,32185,14.71,13.78,14.71,2,0.41
000757,浩物股份,000757.sz,2015-04-10,强烈控盘,9.27,10.45,10.51,125135,13280,10.80,10.40,10.64,2,0.157
000758,中色股份,000758.sz,2015-04-10,强烈控盘,18.1,20.94,21.07,272517,57693,21.58,20.67,21.10,2,0.185
000759,中百集团,000759.sz,2015-04-10,强烈控盘,8.72,11.49,11.54,108296,12440,11.84,11.18,11.42,2,0.314
000760,斯太尔,000760.sz,2015-04-10,强烈控盘,15.59,19.00,18.90,94307,17997,19.49,18.84,18.92,2,0.219
000761,本钢板材,000761.sz,2015-04-10,强烈控盘,5.49,7.39,7.46,129184,9548,7.55,7.30,7.36,2,0.348
000762,西藏矿业,000762.sz,2015-04-10,强烈控盘,17.54,18.90,18.92,134585,25587,19.27,18.75,18.99,2,0.091
000766,通化金马,000766.sz,2015-03-19,强烈控盘,7.54,0,0,0,0,0,0,0,0,-1
000767,漳泽电力,000767.sz,2015-04-10,高度控盘,5.81,6.36,6.39,665802,43206,6.67,6.31,6.66,2,0.108
000768,中航飞机,000768.sz,2015-04-10,强烈控盘,24.8,27.06,27.06,367255,98870,27.35,26.60,27.04,2,0.096
000776,广发证券,000776.sz,2015-04-10,强烈控盘,24.2,30.61,30.61,1324611,396447,30.78,29.52,29.76,2,0.233
000777,中核科技,000777.sz,2015-04-10,强烈控盘,36.83,38.59,38.88,182471,69967,38.88,37.77,38.33,2,0.048
000778,新兴铸管,000778.sz,2015-04-10,强烈控盘,5.97,7.21,7.10,1310394,94881,7.37,7.08,7.23,2,0.211
000780,平庄能源,000780.sz,2015-04-10,强烈控盘,6.34,7.35,7.36,163398,12177,7.59,7.36,7.47,2,0.181
000782,美达股份,000782.sz,2015-04-10,强烈控盘,11.3,16.01,15.87,103295,16475,16.30,15.55,15.86,2,0.398
000783,长江证券,000783.sz,2015-04-10,强烈控盘,15.54,17.37,17.49,1541796,263559,17.59,16.89,17.05,2,0.093
000785,武汉中商,000785.sz,2015-04-10,强烈控盘,10.46,12.56,12.40,71040,8998,12.95,12.40,12.59,2,0.207
000786,北新建材,000786.sz,2015-04-09,强烈控盘,27.98,0,0,0,0,0,0,0,0,-1
000788,北大医药,000788.sz,2015-04-10,强烈控盘,17.73,19.52,19.02,226719,43491,19.55,18.85,19.35,2,0.095
000789,万年青,000789.sz,2015-04-10,强烈控盘,14.61,17.54,17.58,147577,26829,18.50,17.58,18.26,2,0.264
000790,华神集团,000790.sz,2015-04-10,强烈控盘,13.82,17.15,17.29,185853,32636,17.96,17.00,17.60,2,0.289
000791,甘肃电投,000791.sz,2015-04-10,中度控盘,14.47,14.36,14.35,51376,7466,14.80,14.21,14.68,2,0.014
000792,盐湖股份,000792.sz,2015-04-10,强烈控盘,24.69,28.91,28.88,112385,32467,29.19,28.62,28.95,2,0.182
000793,华闻传媒,000793.sz,2015-04-08,强烈控盘,14.92,0,0,0,0,0,0,0,0,-1
000795,太原刚玉,000795.sz,2015-04-10,强烈控盘,11.69,13.67,13.94,171552,23510,13.96,13.48,13.69,2,0.18
000796,易食股份,000796.sz,2014-09-01,强烈控盘,6.52,0,0,0,0,0,0,0,0,-1
000797,中国武夷,000797.sz,2015-04-10,强烈控盘,18.58,28.35,28.00,77246,22302,29.70,27.97,28.62,2,0.566
000798,中水渔业,000798.sz,2015-04-10,强烈控盘,11,14.09,14.11,42276,5900,14.18,13.83,13.90,2,0.28
000799,酒 鬼 酒,000799.sz,2015-04-10,强烈控盘,17.39,19.04,19.06,245627,47696,20.18,18.71,19.92,2,0.152
000800,一汽轿车,000800.sz,2015-04-10,高度控盘,16.89,19.23,19.85,720307,141466,20.28,19.15,19.29,2,0.154
000801,四川九洲,000801.sz,2015-04-10,强烈控盘,21.62,27.30,27.32,57755,15668,27.60,26.85,27.05,2,0.262
000802,北京文化,000802.sz,2015-04-10,强烈控盘,16.98,19.21,19.51,109983,21487,19.78,19.20,19.51,2,0.156
000803,金宇车城,000803.sz,2015-04-10,强烈控盘,15.98,22.10,22.10,48057,10590,22.70,21.54,21.78,2,0.364
000806,银河投资,000806.sz,2015-04-10,强烈控盘,11.12,14.89,14.80,419312,67583,16.38,14.80,16.29,2,0.473
000807,云铝股份,000807.sz,2015-04-10,强烈控盘,7.74,9.91,9.91,394413,38681,10.08,9.60,9.87,2,0.284
000809,铁岭新城,000809.sz,2015-04-10,强烈控盘,12.57,14.38,14.27,320800,45762,14.55,14.02,14.24,2,0.146
000810,创维数字,000810.sz,2015-04-10,强烈控盘,28.66,34.57,34.63,47659,16835,35.90,34.55,35.65,2,0.242
000811,烟台冰轮,000811.sz,2015-04-10,强烈控盘,13.69,15.32,15.35,120170,18532,15.68,15.17,15.53,2,0.14
000812,陕西金叶,000812.sz,2015-04-10,强烈控盘,12.45,12.52,12.52,311494,40577,13.42,12.46,13.07,2,0.06
000813,天山纺织,000813.sz,2015-04-10,强烈控盘,9.25,11.25,11.24,81751,9352,11.75,11.05,11.47,2,0.256
000815,美利纸业,000815.sz,2015-04-10,强烈控盘,11.86,15.67,15.70,104393,16079,15.92,14.98,15.45,2,0.317
000816,江淮动力,000816.sz,2015-04-10,强烈控盘,9.7,11.26,11.25,781527,88277,11.49,11.07,11.48,2,0.163
000818,方大化工,000818.sz,2015-04-10,强烈控盘,5.24,6.22,6.25,243925,15408,6.39,6.22,6.34,2,0.206
000819,岳阳兴长,000819.sz,2015-04-10,强烈控盘,21.88,40.16,44.18,14036,6201,44.18,44.16,44.18,2,1.019
000820,金城股份,000820.sz,2015-04-10,强烈控盘,11.18,12.90,12.98,123804,16282,13.42,12.81,13.24,2,0.184
000821,京山轻机,000821.sz,2015-04-10,强烈控盘,16,20.07,20.11,169538,34287,20.69,19.70,20.00,2,0.279
000823,超声电子,000823.sz,2015-04-10,强烈控盘,13.73,14.76,14.79,234235,35270,15.32,14.74,15.13,2,0.097
000825,太钢不锈,000825.sz,2015-04-10,强烈控盘,4.97,6.19,6.16,985491,60659,6.23,6.09,6.17,2,0.243
000826,桑德环境,000826.sz,2015-03-20,高度控盘,27.18,28.68,31.55,15007,4734,31.55,31.55,31.55,2,0.161
000828,东莞控股,000828.sz,2015-04-10,强烈控盘,7.9,12.93,12.96,288147,38729,14.01,12.93,13.53,2,0.741
000829,天音控股,000829.sz,2015-04-10,强烈控盘,14.99,18.76,18.85,491101,98825,20.64,18.85,20.23,2,0.361
000830,鲁西化工,000830.sz,2015-04-10,强烈控盘,6.02,7.31,7.39,456372,34456,7.68,7.36,7.55,2,0.264
000831,五矿稀土,000831.sz,2015-04-10,轻度控盘,33.17,34.38,34.38,411964,140877,34.68,33.79,33.99,2,0.032
000833,贵糖股份,000833.sz,2015-04-10,强烈控盘,10.41,12.25,12.35,104837,13093,12.70,12.10,12.54,2,0.207
000835,长城动漫,000835.sz,2015-04-10,强烈控盘,15.92,15.90,15.86,140719,22120,15.95,15.52,15.78,2,-0.007
000836,鑫茂科技,000836.sz,2015-04-10,强烈控盘,11.61,15.69,15.69,56832,8832,15.95,15.30,15.87,2,0.33
000837,秦川机床,000837.sz,2015-04-10,强烈控盘,14.1,14.48,14.47,106775,15430,14.78,14.25,14.65,2,0.029
000838,国兴地产,000838.sz,2015-04-10,强烈控盘,13.24,16.22,16.19,64524,10253,16.20,15.74,15.78,2,0.197
000839,中信国安,000839.sz,2015-04-10,强烈控盘,16.03,18.92,19.14,400257,76025,19.29,18.72,18.89,2,0.181
000848,承德露露,000848.sz,2015-04-10,强烈控盘,22.54,25.20,25.76,103047,26332,25.80,25.22,25.49,2,0.14
000850,华茂股份,000850.sz,2015-04-10,强烈控盘,8.39,11.27,11.27,334413,38583,12.17,11.07,11.80,2,0.398
000851,高鸿股份,000851.sz,2015-04-10,强烈控盘,17.53,18.24,18.01,257549,46646,18.48,17.68,18.24,2,0.045
000852,江钻股份,000852.sz,2015-04-10,强烈控盘,26.59,26.90,26.92,50456,13623,27.18,26.60,27.00,2,0.016
000856,冀东装备,000856.sz,2015-04-10,强烈控盘,11.79,12.99,12.98,52095,6889,13.44,12.95,13.26,2,0.131
000858,五 粮 液,000858.sz,2015-04-10,强烈控盘,21.41,24.17,24.28,554845,135070,24.65,24.04,24.40,2,0.147
000859,国风塑业,000859.sz,2015-04-10,强烈控盘,7.37,8.80,8.80,112644,10046,9.03,8.77,8.93,2,0.216
000860,顺鑫农业,000860.sz,2015-03-04,强烈控盘,20.88,0,0,0,0,0,0,0,0,-1
000861,海印股份,000861.sz,2015-04-10,强烈控盘,13.48,18.54,18.54,250244,45613,18.76,17.74,18.73,2,0.353
000862,银星能源,000862.sz,2015-04-10,强烈控盘,9.19,10.61,10.55,73964,7895,10.91,10.50,10.74,2,0.163
000863,三湘股份,000863.sz,2015-02-12,中度控盘,7.3,0,0,0,0,0,0,0,0,-1
000868,安凯客车,000868.sz,2015-04-10,强烈控盘,8.16,10.17,10.18,270635,27617,10.62,9.90,10.37,2,0.259
000869,张  裕Ａ,000869.sz,2015-04-10,强烈控盘,34.84,45.81,45.80,47960,21757,45.85,45.00,45.49,2,0.309
000875,吉电股份,000875.sz,2015-04-10,强烈控盘,7.22,7.48,7.53,625497,47786,7.78,7.53,7.69,2,0.054
000876,新 希 望,000876.sz,2015-04-10,强烈控盘,18.45,22.20,22.40,312627,69195,22.41,21.89,22.07,2,0.198
000877,天山股份,000877.sz,2015-04-10,强烈控盘,11.34,12.48,12.53,325894,41328,12.95,12.42,12.84,2,0.118
000878,云南铜业,000878.sz,2015-04-10,强烈控盘,14.19,15.93,15.93,222186,35405,16.08,15.73,15.93,2,0.128
000880,潍柴重机,000880.sz,2015-04-10,强烈控盘,14.75,17.48,17.48,65360,11544,17.92,17.08,17.69,2,0.198
000881,大连国际,000881.sz,2015-04-10,强烈控盘,10.29,11.69,11.88,291722,36073,12.80,11.85,12.59,2,0.21
000882,华联股份,000882.sz,2015-04-10,强烈控盘,4.46,5.04,5.06,1322388,69025,5.47,5.06,5.34,2,0.184
000883,湖北能源,000883.sz,2014-11-17,强烈控盘,4.37,0,0,0,0,0,0,0,0,-1
000885,同力水泥,000885.sz,2015-04-10,强烈控盘,9.25,13.91,13.88,28357,3955,14.28,13.68,13.94,2,0.524
000886,海南高速,000886.sz,2015-04-10,强烈控盘,5.45,6.22,6.24,498459,32042,6.59,6.21,6.47,2,0.194
000887,中鼎股份,000887.sz,2015-04-10,强烈控盘,17.33,22.85,25.14,483271,119494,25.14,23.99,24.80,2,0.407
000888,峨眉山Ａ,000888.sz,2015-04-10,强烈控盘,22.34,28.47,28.10,41770,11544,28.10,27.28,27.59,2,0.232
000889,茂业物流,000889.sz,2015-01-06,微弱控盘,10.32,0,0,0,0,0,0,0,0,-1
000890,法 尔 胜,000890.sz,2015-04-10,强烈控盘,9.9,11.51,11.51,132594,15094,11.58,11.27,11.50,2,0.141
000892,星美联合,000892.sz,2015-04-10,强烈控盘,8.84,9.38,9.28,166185,15346,9.41,9.08,9.31,2,0.043
000893,东凌粮油,000893.sz,2015-04-10,强烈控盘,15.99,18.45,18.43,159491,28591,18.43,17.68,17.97,2,0.107
000895,双汇发展,000895.sz,2015-04-10,强烈控盘,33.88,39.40,39.95,138121,55019,40.50,39.38,40.20,2,0.179
000897,津滨发展,000897.sz,2015-04-10,高度控盘,8.36,8.88,8.80,553510,48751,8.93,8.69,8.84,2,0.056
000898,鞍钢股份,000898.sz,2015-04-10,强烈控盘,5.32,6.79,7.00,1601360,114327,7.39,6.90,7.12,2,0.353
000899,赣能股份,000899.sz,2015-04-10,强烈控盘,8.03,11.49,11.49,284787,32016,11.49,11.05,11.33,2,0.406
000900,现代投资,000900.sz,2015-04-10,强烈控盘,7.43,9.04,9.09,296055,27806,9.57,9.09,9.38,2,0.276
000901,航天科技,000901.sz,2015-04-10,强烈控盘,34.24,34.30,34.40,144435,50668,35.87,34.39,35.41,2,0.035
000902,新洋丰,000902.sz,2015-04-10,强烈控盘,18.92,24.13,24.00,58941,14043,24.12,23.52,24.01,2,0.274
000903,云内动力,000903.sz,2015-04-10,强烈控盘,7.93,9.02,9.03,153118,13997,9.30,9.00,9.16,2,0.164
000905,厦门港务,000905.sz,2015-04-10,强烈控盘,19.1,20.85,21.11,137885,28608,21.11,20.42,20.77,2,0.085
000906,物产中拓,000906.sz,2015-04-10,强烈控盘,18.84,23.62,23.50,159326,39841,25.98,23.50,25.98,2,0.379
000908,景峰医药,000908.sz,2015-04-10,强烈控盘,17.52,22.23,22.18,60675,13482,22.98,21.61,22.36,2,0.303
000909,数源科技,000909.sz,2015-04-10,强烈控盘,11.38,13.80,13.86,72939,10131,14.45,13.53,14.11,2,0.253
000910,大亚科技,000910.sz,2015-04-10,强烈控盘,11.02,14.72,14.69,81781,12019,15.13,14.40,14.98,2,0.325
000911,南宁糖业,000911.sz,2015-04-10,强烈控盘,11.73,14.60,14.73,78346,11998,15.67,14.72,15.54,2,0.315
000912,*ST天化,000912.sz,2015-03-17,强烈控盘,8.45,0,0,0,0,0,0,0,0,-1
000913,钱江摩托,000913.sz,2015-04-10,强烈控盘,7.57,9.25,9.28,73469,6844,9.46,9.22,9.37,2,0.232
000915,山大华特,000915.sz,2015-04-10,强烈控盘,33.74,40.29,40.28,44785,18468,42.41,40.28,41.71,2,0.224
000916,华北高速,000916.sz,2015-04-10,强烈控盘,5.69,7.34,7.37,391554,29544,7.87,7.22,7.63,2,0.35
000917,电广传媒,000917.sz,2015-04-10,强烈控盘,23.73,27.27,27.33,455844,123558,27.55,26.90,26.95,2,0.14
000918,嘉凯城,000918.sz,2015-04-10,强烈控盘,5.02,6.82,6.85,245440,16781,6.98,6.73,6.88,2,0.361
000919,金陵药业,000919.sz,2015-04-10,强烈控盘,16.43,18.00,18.07,162570,30131,19.60,17.88,19.12,2,0.116
000920,南方汇通,000920.sz,2015-04-10,强烈控盘,19.07,25.61,26.10,169254,44524,27.49,25.39,26.70,2,0.397
000921,海信科龙,000921.sz,2015-04-10,强烈控盘,9.79,11.09,11.09,101286,11328,11.29,11.04,11.23,2,0.147
000922,佳电股份,000922.sz,2015-04-10,强烈控盘,16.99,17.58,17.90,99764,18053,18.60,17.68,18.30,2,0.066
000923,河北宣工,000923.sz,2015-04-10,强烈控盘,15.43,17.94,17.95,92537,16917,18.87,17.52,18.45,2,0.203
000925,众合科技,000925.sz,2015-04-10,轻度控盘,24.1,24.85,25.01,195496,50150,26.27,24.87,25.85,2,0.086
000926,福星股份,000926.sz,2015-04-07,强烈控盘,11.88,0,0,0,0,0,0,0,0,-1
000927,*ST夏利,000927.sz,2015-04-10,强烈控盘,6.41,8.03,8.12,269338,22327,8.43,8.11,8.18,2,0.284
000928,中钢国际,000928.sz,2015-04-07,强烈控盘,14.79,0,0,0,0,0,0,0,0,-1
000929,兰州黄河,000929.sz,2015-04-10,强烈控盘,12.41,15.78,15.76,51060,8089,16.08,15.60,15.87,2,0.284
000930,中粮生化,000930.sz,2015-04-10,强烈控盘,9.46,12.10,12.15,858069,102172,12.44,11.55,11.84,2,0.258
000931,中 关 村,000931.sz,2015-04-10,强烈控盘,10.87,11.39,11.49,449086,52835,11.99,11.30,11.78,2,0.089
000932,华菱钢铁,000932.sz,2015-04-10,强烈控盘,3.61,5.02,5.05,432666,22191,5.23,5.05,5.11,2,0.432
000933,神火股份,000933.sz,2015-04-10,强烈控盘,5.95,7.10,7.12,483771,34858,7.33,7.05,7.18,2,0.22
000935,四川双马,000935.sz,2015-04-10,强烈控盘,8.1,8.78,8.81,89862,8016,9.04,8.81,8.95,2,0.111
000936,华西股份,000936.sz,2015-04-10,强烈控盘,7.32,8.99,9.00,186051,16908,9.25,8.95,9.04,2,0.246
000937,冀中能源,000937.sz,2015-04-10,强烈控盘,8.25,9.20,9.21,369415,34049,9.30,9.10,9.18,2,0.121
000938,紫光股份,000938.sz,2014-12-19,微弱控盘,28.11,0,0,0,0,0,0,0,0,-1
000939,凯迪电力,000939.sz,2015-04-10,强烈控盘,12.36,16.51,16.51,261658,43027,16.70,16.25,16.48,2,0.335
000948,南天信息,000948.sz,2015-04-10,强烈控盘,22.77,31.04,34.14,128494,43830,34.14,33.33,34.14,2,0.499
000949,新乡化纤,000949.sz,2015-04-10,强烈控盘,5.38,6.26,6.42,209429,13351,6.47,6.30,6.36,2,0.188
000950,建峰化工,000950.sz,2015-04-10,强烈控盘,6.65,9.04,9.00,98866,8877,9.09,8.90,8.93,2,0.35
000951,中国重汽,000951.sz,2015-04-10,强烈控盘,18.54,21.04,21.06,62466,13193,21.38,20.89,21.25,2,0.147
000952,广济药业,000952.sz,2015-04-10,强烈控盘,15.07,19.27,19.23,162773,32643,21.14,18.58,20.61,2,0.387
000953,河池化工,000953.sz,2015-04-10,强烈控盘,8.38,9.95,9.92,80675,7943,10.12,9.65,9.91,2,0.19
000955,欣龙控股,000955.sz,2015-04-10,强烈控盘,6.83,8.30,8.31,233695,19361,8.50,8.18,8.22,2,0.202
000957,中通客车,000957.sz,2015-04-10,强烈控盘,16.63,18.03,18.15,87586,15885,18.42,17.83,18.24,2,0.099
000958,东方能源,000958.sz,2015-04-10,强烈控盘,18.52,24.08,23.85,62183,14842,24.61,23.30,24.60,2,0.288
000959,首钢股份,000959.sz,2015-04-10,强烈控盘,4.98,5.55,5.55,595590,32858,5.60,5.45,5.52,2,0.12
000960,锡业股份,000960.sz,2015-04-10,强烈控盘,20.09,21.81,21.71,245602,53560,22.15,21.48,21.88,2,0.097
000961,中南建设,000961.sz,2015-04-10,强烈控盘,12.47,0,0,0,0,0,0,0,0,-1
000962,东方钽业,000962.sz,2015-04-10,强烈控盘,13.15,14.22,14.17,98750,14131,14.51,14.15,14.41,2,0.09
000963,华东医药,000963.sz,2015-04-10,高度控盘,53.42,67.55,67.63,70120,48540,71.55,67.00,70.34,2,0.309
000965,天保基建,000965.sz,2015-04-10,强烈控盘,9.49,11.43,11.45,96141,10967,11.63,11.23,11.40,2,0.205
